#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
chromosome,NZ_CP071982.1,475238,475438,-,66521711,,J5D21_RS02275,WP_209612204.1,66,hypothetical protein
chromosome,NZ_CP071982.1,475407,478328,+,66521712,,J5D21_RS02280,WP_244965194.1,973,DUF3519 domain-containing protein
chromosome,NZ_CP071982.1,478872,479417,+,66521714,,J5D21_RS02290,WP_209612206.1,181,hypothetical protein
chromosome,NZ_CP071982.1,479658,480794,-,66521715,,J5D21_RS02295,WP_000461999.1,378,potassium channel family protein
chromosome,NZ_CP071982.1,480981,481169,-,66521716,rpmB,J5D21_RS02300,WP_001119005.1,62,50S ribosomal protein L28
chromosome,NZ_CP071982.1,481269,482117,-,66521717,,J5D21_RS02305,WP_209612208.1,282,HpaA family protein
chromosome,NZ_CP071982.1,482241,483302,+,66521718,mraY,J5D21_RS02310,WP_000967092.1,353,phospho-N-acetylmuramoyl-pentapeptide-transferase
chromosome,NZ_CP071982.1,483304,484572,+,66521719,murD,J5D21_RS02315,WP_209612210.1,422,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
chromosome,NZ_CP071982.1,484569,484829,-,66521720,,J5D21_RS02320,WP_021187458.1,86,DUF493 family protein
chromosome,NZ_CP071982.1,484819,485220,-,66521721,ybgC,J5D21_RS02325,WP_001203777.1,133,acyl-CoA thioesterase YbgC
chromosome,NZ_CP071982.1,485452,486780,+,66521722,,J5D21_RS02330,WP_209612212.1,442,sodium-dependent transporter
chromosome,NZ_CP071982.1,486791,488119,+,66521723,,J5D21_RS02335,WP_077645130.1,442,sodium-dependent transporter
chromosome,NZ_CP071982.1,488135,489202,+,66521724,,J5D21_RS02340,WP_209612213.1,355,phospholipase A
chromosome,NZ_CP071982.1,489258,490382,+,66521725,dnaN,J5D21_RS02345,WP_209612214.1,374,DNA polymerase III subunit beta
chromosome,NZ_CP071982.1,490395,492716,+,66521726,gyrB,J5D21_RS02350,WP_209612216.1,773,DNA topoisomerase (ATP-hydrolyzing) subunit B
chromosome,NZ_CP071982.1,492758,493750,+,66521727,,J5D21_RS02355,WP_021172357.1,330,hypothetical protein
chromosome,NZ_CP071982.1,494701,495921,+,66521730,csd1,J5D21_RS02370,WP_021172360.1,406,peptidoglycan DD-metalloendopeptidase Csd1
chromosome,NZ_CP071982.1,495921,496559,+,66521731,,J5D21_RS02375,WP_000120017.1,212,hypothetical protein
chromosome,NZ_CP071982.1,496570,497922,+,66521732,,J5D21_RS02380,WP_021172361.1,450,plasminogen-binding N-terminal domain-containing protein
chromosome,NZ_CP071982.1,497927,499306,+,66521733,glcD,J5D21_RS02385,WP_209612218.1,459,glycolate oxidase subunit GlcD
chromosome,NZ_CP071982.1,499329,500093,+,66521734,dapB,J5D21_RS02390,WP_209612220.1,254,4-hydroxy-tetrahydrodipicolinate reductase
chromosome,NZ_CP071982.1,500531,500719,+,66521735,,J5D21_RS02395,WP_000849497.1,62,hypothetical protein
chromosome,NZ_CP071982.1,501446,502891,-,66521736,glnA,J5D21_RS02400,WP_187841581.1,481,type I glutamate--ammonia ligase
chromosome,NZ_CP071982.1,503118,503357,+,66521737,,J5D21_RS02405,WP_209612221.1,79,hypothetical protein
chromosome,NZ_CP071982.1,503680,504129,+,66521738,rplI,J5D21_RS02410,WP_000866289.1,149,50S ribosomal protein L9
chromosome,NZ_CP071982.1,504133,504675,+,66521739,hslV,J5D21_RS02415,WP_000461011.1,180,ATP-dependent protease subunit HslV
chromosome,NZ_CP071982.1,504675,506006,+,66521740,hslU,J5D21_RS02420,WP_000040744.1,443,HslU--HslV peptidase ATPase subunit
chromosome,NZ_CP071982.1,506006,506911,+,66521741,era,J5D21_RS02425,WP_209612223.1,301,GTPase Era
chromosome,NZ_CP071982.1,506908,507900,+,66521742,csd6,J5D21_RS02430,WP_021172098.1,330,"cell shape-determining L,D-carboxypeptidase Csd6"
chromosome,NZ_CP071982.1,507978,508829,-,66521743,,J5D21_RS02435,WP_021187600.1,283,sel1 repeat family protein
chromosome,NZ_CP071982.1,509163,509510,+,66521744,cag1,J5D21_RS02440,WP_000785772.1,115,cag pathogenicity island protein Cag1
chromosome,NZ_CP071982.1,509653,510312,+,66521745,,J5D21_RS02445,WP_031246300.1,219,topoisomerase DNA-binding C4 zinc finger domain-containing protein
chromosome,NZ_CP071982.1,510305,511750,+,66521746,,J5D21_RS02450,WP_021172101.1,481,hypothetical protein
chromosome,NZ_CP071982.1,511760,512269,+,66521747,cag4,J5D21_RS02455,WP_077645122.1,169,VirB1 family T4SS lytic transglycosylase Cag4
chromosome,NZ_CP071982.1,512751,514997,-,66521748,cag5,J5D21_RS02460,WP_021172103.1,748,VirD4 family type IV secretion system ATPase Cag5
chromosome,NZ_CP071982.1,515006,515998,-,66521749,virB11,J5D21_RS02465,WP_000133864.1,330,cag pathogenicity island type IV secretion system ATPase VirB11
chromosome,NZ_CP071982.1,516003,516602,-,66521750,cagZ,J5D21_RS02470,WP_000418838.1,199,cag pathogenicity island translocation protein CagZ
chromosome,NZ_CP071982.1,516737,522445,-,66521751,,J5D21_RS02475,WP_209612225.1,1902,sodium:calcium antiporter
chromosome,NZ_CP071982.1,522460,524025,-,66521752,cagX,J5D21_RS02480,WP_000434006.1,521,type IV secretion system apparatus protein CagX
chromosome,NZ_CP071982.1,524078,525685,-,66521753,cagW,J5D21_RS02485,WP_000482641.1,535,cag pathogenicity island VirB6 family T4SS protein CagW
chromosome,NZ_CP071982.1,525690,526448,-,66521754,cagV,J5D21_RS02490,WP_000900781.1,252,cag pathogenicity island type IV secretion system protein CagV
chromosome,NZ_CP071982.1,526839,527495,+,66521755,cagU,J5D21_RS02495,WP_001000433.1,218,cag pathogenicity island translocation protein CagU
chromosome,NZ_CP071982.1,527531,528373,+,66521756,cagT,J5D21_RS02500,WP_000776452.1,280,type IV secretion system apparatus protein CagT
chromosome,NZ_CP071982.1,528575,529174,-,66521757,cagS,J5D21_RS02505,WP_000069552.1,199,cag pathogenicity island protein CagS
chromosome,NZ_CP071982.1,529608,529928,-,66521758,,J5D21_RS02510,WP_244965195.1,106,cag pathogenicity island protein
chromosome,NZ_CP071982.1,529925,530104,-,71772604,,J5D21_RS07730,WP_000466835.1,59,hypothetical protein
chromosome,NZ_CP071982.1,530415,530759,-,66521759,cagP,J5D21_RS02515,WP_001949523.1,114,cag pathogenicity island protein CagP
chromosome,NZ_CP071982.1,531375,532505,+,66521760,cagM,J5D21_RS02520,WP_209612228.1,376,type IV secretion system apparatus protein CagM
chromosome,NZ_CP071982.1,532520,533440,+,66521761,cagN,J5D21_RS02525,WP_077645117.1,306,cag pathogenicity island type IV secretion system protein CagN
chromosome,NZ_CP071982.1,533521,534234,-,66521762,cagL,J5D21_RS02530,WP_209612230.1,237,cag pathogenicity island VirB5 family T4SS-associated adhesin CagL
chromosome,NZ_CP071982.1,534231,535376,-,66521763,cagI,J5D21_RS02535,WP_209612232.1,381,cag pathogenicity island type IV secretion system translocation protein CagI
chromosome,NZ_CP071982.1,535387,536331,-,66521764,,J5D21_RS02540,WP_000125260.1,314,hypothetical protein
chromosome,NZ_CP071982.1,536318,536518,+,71772605,,J5D21_RS07735,WP_000562364.1,66,hypothetical protein
chromosome,NZ_CP071982.1,536515,536943,-,66521765,cagG,J5D21_RS02545,WP_021172184.1,142,cag pathogenicity island type IV secretion system translocation protein CagG
chromosome,NZ_CP071982.1,536998,537804,-,66521766,cagF,J5D21_RS02550,WP_000814269.1,268,type IV secretion system chaperone CagF
chromosome,NZ_CP071982.1,537806,540757,-,66521767,cagE,J5D21_RS02555,WP_209612234.1,983,VirB4 family type IV secretion/conjugal transfer ATPase
chromosome,NZ_CP071982.1,540766,541389,-,66521768,cagD,J5D21_RS02560,WP_079360529.1,207,cag pathogenicity island type IV secretion system protein CagD
chromosome,NZ_CP071982.1,541391,541738,-,66521769,,J5D21_RS02565,WP_209612236.1,115,CagC family type IV secretion system protein
chromosome,NZ_CP071982.1,541883,542110,-,66521770,,J5D21_RS02570,WP_000428894.1,75,hypothetical protein
chromosome,NZ_CP071982.1,542550,546107,+,66521771,cagA,J5D21_RS02575,WP_209612238.1,1185,type IV secretion system oncogenic effector CagA
chromosome,NZ_CP071982.1,546395,546748,+,66521773,,J5D21_RS02585,WP_240657499.1,117,AAA domain-containing protein
chromosome,NZ_CP071982.1,546896,547663,-,66521774,murI,J5D21_RS02590,WP_021172192.1,255,glutamate racemase
chromosome,NZ_CP071982.1,547703,549019,-,66521775,rho,J5D21_RS02595,WP_164539516.1,438,transcription termination factor Rho
chromosome,NZ_CP071982.1,549284,549487,+,66521776,rpmE,J5D21_RS02600,WP_000715278.1,67,MULTISPECIES: 50S ribosomal protein L31
chromosome,NZ_CP071982.1,549511,550380,+,66521777,rsmI,J5D21_RS02605,WP_021171753.1,289,16S rRNA (cytidine(1402)-2\\'-O)-methyltransferase
chromosome,NZ_CP071982.1,550394,551077,+,66521778,rlmB,J5D21_RS02610,WP_187899971.1,227,23S rRNA (guanosine(2251)-2\\'-O)-methyltransferase RlmB
chromosome,NZ_CP071982.1,551090,552055,+,66521779,,J5D21_RS02615,WP_209612240.1,321,sialidase
chromosome,NZ_CP071982.1,552052,552873,+,66521780,,J5D21_RS02620,WP_033761426.1,273,hypothetical protein
chromosome,NZ_CP071982.1,552944,553381,-,66521781,,J5D21_RS02625,WP_097708539.1,145,hypothetical protein
chromosome,NZ_CP071982.1,553861,554799,-,66521782,accA,J5D21_RS02630,WP_001029379.1,312,acetyl-CoA carboxylase carboxyl transferase subunit alpha
chromosome,NZ_CP071982.1,554821,556029,-,66521783,,J5D21_RS02635,WP_001888741.1,402,beta-ketoacyl-ACP synthase II
chromosome,NZ_CP071982.1,556163,556399,-,66521784,acpP,J5D21_RS02640,WP_001163095.1,78,acyl carrier protein
chromosome,NZ_CP071982.1,556625,557368,-,66521785,fabG,J5D21_RS02645,WP_001160858.1,247,3-oxoacyl-ACP reductase FabG
chromosome,NZ_CP071982.1,557407,557619,-,66521786,rpsU,J5D21_RS02650,WP_001117778.1,70,30S ribosomal protein S21
chromosome,NZ_CP071982.1,557720,558970,-,66521787,,J5D21_RS02655,WP_001941163.1,416,hypothetical protein
chromosome,NZ_CP071982.1,559143,559388,+,66521788,,J5D21_RS02660,WP_000418875.1,81,ribbon-helix-helix domain-containing protein
chromosome,NZ_CP071982.1,559412,560059,-,66521789,,J5D21_RS02665,WP_001148296.1,215,YkgB family protein
chromosome,NZ_CP071982.1,560156,560977,-,66521790,dapF,J5D21_RS02670,WP_209612242.1,273,diaminopimelate epimerase
chromosome,NZ_CP071982.1,561092,562141,+,66521791,,J5D21_RS02675,WP_209612244.1,349,AI-2E family transporter
chromosome,NZ_CP071982.1,562513,562626,+,71772606,,J5D21_RS07740,WP_223823951.1,37,DUF4241 domain-containing protein
chromosome,NZ_CP071982.1,562843,563715,-,66521792,,J5D21_RS02680,WP_209612245.1,290,SPASM domain-containing protein
chromosome,NZ_CP071982.1,563754,564854,-,66521793,ychF,J5D21_RS02685,WP_209612247.1,366,redox-regulated ATPase YchF
chromosome,NZ_CP071982.1,564856,566346,-,66521794,,J5D21_RS02690,WP_209612249.1,496,leucyl aminopeptidase
chromosome,NZ_CP071982.1,566394,566972,-,66521795,,J5D21_RS02695,WP_000393402.1,192,DedA family protein
chromosome,NZ_CP071982.1,566987,567526,-,66521796,apt,J5D21_RS02700,WP_064820893.1,179,adenine phosphoribosyltransferase
chromosome,NZ_CP071982.1,567588,567920,-,66521797,,J5D21_RS02705,WP_000495097.1,110,hypothetical protein
chromosome,NZ_CP071982.1,567965,568426,-,66521798,rpiB,J5D21_RS02710,WP_001039837.1,153,ribose 5-phosphate isomerase B
chromosome,NZ_CP071982.1,568447,569145,-,66521799,,J5D21_RS02715,WP_001159322.1,232,site-2 protease family protein
chromosome,NZ_CP071982.1,569154,570026,-,66521800,lepB,J5D21_RS02720,WP_209612251.1,290,signal peptidase I
chromosome,NZ_CP071982.1,570026,570898,-,66521801,folD,J5D21_RS02725,WP_209612253.1,290,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD
chromosome,NZ_CP071982.1,570984,573014,-,66521802,,J5D21_RS02730,WP_209612255.1,676,LTA synthase family protein
chromosome,NZ_CP071982.1,573020,573574,-,66521803,,J5D21_RS02735,WP_209612257.1,184,hypothetical protein
chromosome,NZ_CP071982.1,573581,574699,-,66521804,,J5D21_RS02740,WP_209612259.1,372,exo-alpha-sialidase
chromosome,NZ_CP071982.1,574675,575694,-,66521805,pyrC,J5D21_RS02745,WP_209612260.1,339,dihydroorotase
chromosome,NZ_CP071982.1,575698,576660,-,66521806,,J5D21_RS02750,WP_001945492.1,320,energy transducer TonB
chromosome,NZ_CP071982.1,576644,577525,-,66521807,,J5D21_RS02755,WP_209612262.1,293,hypothetical protein
chromosome,NZ_CP071982.1,577522,577893,-,66521808,fliN,J5D21_RS02760,WP_001115291.1,123,flagellar motor switch protein FliN
chromosome,NZ_CP071982.1,577975,578619,-,66521809,nth,J5D21_RS02765,WP_209612264.1,214,endonuclease III
chromosome,NZ_CP071982.1,578616,578852,-,66521810,,J5D21_RS02770,WP_000174108.1,78,ferrous iron transport protein A
chromosome,NZ_CP071982.1,578849,581788,-,66521811,,J5D21_RS02775,WP_209612266.1,979,AsmA-like C-terminal domain-containing protein
chromosome,NZ_CP071982.1,581706,582695,+,66521812,mltG,J5D21_RS02780,WP_209612268.1,329,endolytic transglycosylase MltG
chromosome,NZ_CP071982.1,582880,583221,+,66521813,,J5D21_RS02785,WP_001096852.1,113,4Fe-4S dicluster domain-containing protein
chromosome,NZ_CP071982.1,583221,584348,+,66521814,,J5D21_RS02790,WP_001206849.1,375,2-oxoglutarate synthase subunit alpha
chromosome,NZ_CP071982.1,584350,585171,+,66521815,,J5D21_RS02795,WP_209612270.1,273,2-oxoglutarate ferredoxin oxidoreductase subunit beta
chromosome,NZ_CP071982.1,585171,585725,+,66521816,,J5D21_RS02800,WP_209612272.1,184,2-oxoacid:acceptor oxidoreductase family protein
chromosome,NZ_CP071982.1,585835,587610,+,66521817,,J5D21_RS02805,WP_209612274.1,591,HAD-IA family hydrolase
chromosome,NZ_CP071982.1,587754,587918,+,66521818,,J5D21_RS02810,WP_000394805.1,54,hypothetical protein
chromosome,NZ_CP071982.1,587928,589400,+,66521819,,J5D21_RS02815,WP_209612276.1,490,disulfide bond formation protein B
chromosome,NZ_CP071982.1,589874,590452,+,66521821,,J5D21_RS02825,WP_000890886.1,192,tumor necrosis factor alpha-inducing protein
chromosome,NZ_CP071982.1,590455,592437,-,66521822,,J5D21_RS02830,WP_209612278.1,660,penicillin-binding protein
chromosome,NZ_CP071982.1,592437,593558,-,66521823,,J5D21_RS02835,WP_209612279.1,373,pyridoxal phosphate-dependent aminotransferase family protein
chromosome,NZ_CP071982.1,593581,594882,-,66521824,tlpD,J5D21_RS02840,WP_209612281.1,433,methyl-accepting chemotaxis protein
chromosome,NZ_CP071982.1,596816,598348,+,66521826,,J5D21_RS02850,WP_000885496.1,510,flagellin A
chromosome,NZ_CP071982.1,598466,599122,+,66521827,,J5D21_RS02855,WP_001923187.1,218,3-methyladenine DNA glycosylase
chromosome,NZ_CP071982.1,599119,599736,+,66521828,,J5D21_RS02860,WP_209612285.1,205,hypothetical protein
chromosome,NZ_CP071982.1,599806,600825,+,66521829,hemE,J5D21_RS02865,WP_021186621.1,339,uroporphyrinogen decarboxylase
chromosome,NZ_CP071982.1,600835,602268,+,66521830,hefA,J5D21_RS02870,WP_209612287.1,477,TolC family protein
chromosome,NZ_CP071982.1,602279,602983,+,66521831,hefB,J5D21_RS02875,WP_021177636.1,234,efflux RND transporter periplasmic adaptor subunit HefB
chromosome,NZ_CP071982.1,602996,606082,+,66521832,hefC,J5D21_RS02880,WP_209553577.1,1028,efflux RND transporter permease subunit
chromosome,NZ_CP071982.1,606079,606648,+,66521833,,J5D21_RS02885,WP_209612289.1,189,outer membrane beta-barrel protein
chromosome,NZ_CP071982.1,606811,616398,+,66521834,,J5D21_RS02890,WP_209612291.1,3195,vacuolating cytotoxin domain-containing protein
chromosome,NZ_CP071982.1,616613,616957,-,66521835,,J5D21_RS02895,WP_209612293.1,114,hypothetical protein
chromosome,NZ_CP071982.1,617206,617538,-,66521836,,J5D21_RS02900,WP_187933293.1,110,hypothetical protein
chromosome,NZ_CP071982.1,617711,619681,-,66521837,ligA,J5D21_RS02905,WP_209612295.1,656,NAD-dependent DNA ligase LigA
chromosome,NZ_CP071982.1,619754,620695,+,66521838,,J5D21_RS02910,WP_209612297.1,313,chemotaxis protein
chromosome,NZ_CP071982.1,620730,622463,+,66521839,aspS,J5D21_RS02915,WP_209612298.1,577,aspartate--tRNA ligase
chromosome,NZ_CP071982.1,622480,623055,+,66521840,,J5D21_RS02920,WP_000811254.1,191,adenylate kinase
chromosome,NZ_CP071982.1,623080,624078,+,66521841,,J5D21_RS02925,WP_021172769.1,332,glycosyltransferase family 25 protein
chromosome,NZ_CP071982.1,624119,624721,+,66521842,,J5D21_RS02930,WP_209612300.1,200,glycosyltransferase family 25 protein
chromosome,NZ_CP071982.1,624721,625434,+,66521843,,J5D21_RS02935,WP_244965187.1,237,glycosyltransferase family 25 protein
chromosome,NZ_CP071982.1,625486,626007,+,66521844,ppa,J5D21_RS02940,WP_001046997.1,173,inorganic diphosphatase
chromosome,NZ_CP071982.1,626154,628403,-,66521845,,J5D21_RS02945,WP_209612304.1,749,endonuclease MutS2
chromosome,NZ_CP071982.1,628403,628765,-,66521846,,J5D21_RS02950,WP_021171989.1,120,hypothetical protein
chromosome,NZ_CP071982.1,628765,630114,-,66521847,murC,J5D21_RS02955,WP_021186711.1,449,UDP-N-acetylmuramate--L-alanine ligase
chromosome,NZ_CP071982.1,630107,631234,-,66521848,,J5D21_RS02960,WP_209612306.1,375,succinyldiaminopimelate transaminase
chromosome,NZ_CP071982.1,631388,632467,+,66521849,ispG,J5D21_RS02965,WP_000892464.1,359,flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase
chromosome,NZ_CP071982.1,632470,633675,+,66521850,,J5D21_RS02970,WP_209612308.1,401,"2,3,4,5-tetrahydropyridine-2,6-carboxylate N-succinyltransferase"
chromosome,NZ_CP071982.1,633687,634745,+,66521851,,J5D21_RS02975,WP_209612310.1,352,sel1 repeat family protein
chromosome,NZ_CP071982.1,634982,637039,+,66521852,,J5D21_RS02980,WP_209612312.1,685,DUF262 domain-containing protein
chromosome,NZ_CP071982.1,637087,637671,-,66521853,,J5D21_RS02985,WP_000756650.1,194,NAD(P)H-dependent oxidoreductase
chromosome,NZ_CP071982.1,637829,638983,+,66521854,,J5D21_RS02990,WP_079340156.1,384,hydrogenase 1 small subunit
chromosome,NZ_CP071982.1,638993,640729,+,66521855,,J5D21_RS02995,WP_001937118.1,578,nickel-dependent hydrogenase large subunit
chromosome,NZ_CP071982.1,640742,641416,+,66521856,cybH,J5D21_RS03000,WP_209612314.1,224,"Ni/Fe-hydrogenase, b-type cytochrome subunit"
chromosome,NZ_CP071982.1,641413,641949,+,66521857,hydD,J5D21_RS03005,WP_209612316.1,178,HyaD/HybD family hydrogenase maturation endopeptidase
chromosome,NZ_CP071982.1,641951,643489,+,66521858,,J5D21_RS03010,WP_209612318.1,512,protein hydE
chromosome,NZ_CP071982.1,643494,643931,-,66521859,,J5D21_RS03015,WP_209612319.1,145,hypothetical protein
chromosome,NZ_CP071982.1,644052,644504,-,66521860,,J5D21_RS03020,WP_000554089.1,150,hypothetical protein
chromosome,NZ_CP071982.1,644685,645611,+,66521861,oipA,J5D21_RS03025,WP_209612321.1,308,outer membrane protein
chromosome,NZ_CP071982.1,645849,646526,-,66521862,queC,J5D21_RS03030,WP_209612323.1,225,7-cyano-7-deazaguanine synthase QueC
chromosome,NZ_CP071982.1,646588,647796,+,66521863,,J5D21_RS03035,WP_244965188.1,402,CCA tRNA nucleotidyltransferase
chromosome,NZ_CP071982.1,647817,648320,+,71772607,,J5D21_RS07745,WP_244965189.1,167,SRPBCC domain-containing protein
chromosome,NZ_CP071982.1,648335,649192,+,66521864,,J5D21_RS03040,WP_209612325.1,285,NAD(P)-dependent oxidoreductase
chromosome,NZ_CP071982.1,650014,651333,+,66521866,gltX,J5D21_RS03050,WP_209612327.1,439,glutamate--tRNA ligase
chromosome,NZ_CP071982.1,651330,651623,+,66521867,,J5D21_RS03055,WP_209612329.1,97,YggT family protein
chromosome,NZ_CP071982.1,651632,653314,+,66521868,,J5D21_RS03060,WP_209612331.1,560,lytic transglycosylase domain-containing protein
chromosome,NZ_CP071982.1,653311,654132,+,66521869,galU,J5D21_RS03065,WP_021172544.1,273,UTP--glucose-1-phosphate uridylyltransferase GalU
chromosome,NZ_CP071982.1,654144,654551,+,66521870,,J5D21_RS03070,WP_021172543.1,135,hypothetical protein
chromosome,NZ_CP071982.1,654554,655822,+,66521871,murA,J5D21_RS03075,WP_209612333.1,422,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
chromosome,NZ_CP071982.1,655880,657286,+,66521872,aspA,J5D21_RS03080,WP_001217501.1,468,aspartate ammonia-lyase
chromosome,NZ_CP071982.1,657331,657921,+,66521873,,J5D21_RS03085,WP_077645579.1,196,uracil-DNA glycosylase family protein
chromosome,NZ_CP071982.1,657930,659339,-,66521874,,J5D21_RS03090,WP_209612335.1,469,glycosyltransferase family 10
chromosome,NZ_CP071982.1,659377,660000,-,66521875,serB,J5D21_RS03095,WP_077642930.1,207,phosphoserine phosphatase SerB
chromosome,NZ_CP071982.1,660015,660518,-,66521876,,J5D21_RS03100,WP_000949197.1,167,ferritin
chromosome,NZ_CP071982.1,660826,661908,+,66521877,mqnE,J5D21_RS03105,WP_209612337.1,360,aminofutalosine synthase MqnE
chromosome,NZ_CP071982.1,661991,664711,+,66521878,bamA,J5D21_RS03110,WP_209612471.1,906,outer membrane protein assembly factor BamA
chromosome,NZ_CP071982.1,664713,665774,+,66521879,,J5D21_RS03115,WP_001222316.1,353,dehypoxanthine futalosine cyclase
chromosome,NZ_CP071982.1,665780,667078,+,66521880,,J5D21_RS03120,WP_209612339.1,432,insulinase family protein
chromosome,NZ_CP071982.1,667078,668502,+,66521881,gatB,J5D21_RS03125,WP_209612341.1,474,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB
chromosome,NZ_CP071982.1,668502,669761,+,66521882,,J5D21_RS03130,WP_209612342.1,419,SurA protein
chromosome,NZ_CP071982.1,669771,670778,+,66521883,,J5D21_RS03135,WP_209612344.1,335,hypothetical protein
chromosome,NZ_CP071982.1,671223,671942,+,66521885,rnc,J5D21_RS03145,WP_001877008.1,239,ribonuclease III
chromosome,NZ_CP071982.1,671939,673036,+,66521886,aroC,J5D21_RS03150,WP_209612346.1,365,chorismate synthase
chromosome,NZ_CP071982.1,673073,673588,+,66521887,,J5D21_RS03155,WP_000413462.1,171,DUF2603 domain-containing protein
chromosome,NZ_CP071982.1,673588,674961,+,66521888,hemN,J5D21_RS03160,WP_209612348.1,457,oxygen-independent coproporphyrinogen III oxidase
chromosome,NZ_CP071982.1,674958,676259,+,66521889,,J5D21_RS03165,WP_209612350.1,433,(Fe-S)-binding protein
chromosome,NZ_CP071982.1,684094,684906,+,66521892,,J5D21_RS03180,WP_033599917.1,270,outer membrane protein
chromosome,NZ_CP071982.1,685066,686238,+,66521893,,J5D21_RS03185,WP_209612352.1,390,pyridoxal phosphate-dependent aminotransferase
chromosome,NZ_CP071982.1,686398,686544,+,71772608,,J5D21_RS07750,WP_244965190.1,48,hypothetical protein
chromosome,NZ_CP071982.1,688897,689967,+,66521896,xerH,J5D21_RS03200,WP_209612353.1,356,tyrosine recombinase XerH
chromosome,NZ_CP071982.1,690033,690539,-,66521897,,J5D21_RS03205,WP_209612355.1,168,methylated-DNA-
chromosome,NZ_CP071982.1,690539,691306,-,66521898,,J5D21_RS03210,WP_209612357.1,255,sulfite exporter TauE/SafE family protein
chromosome,NZ_CP071982.1,692437,694803,-,66521900,,J5D21_RS03220,WP_209612359.1,788,ribonucleoside-diphosphate reductase subunit alpha
chromosome,NZ_CP071982.1,695002,695484,-,66521901,,J5D21_RS03225,WP_001021874.1,160,hypothetical protein
chromosome,NZ_CP071982.1,695508,695858,-,66521902,,J5D21_RS03230,WP_077645552.1,116,pantothenate kinase
chromosome,NZ_CP071982.1,696047,697348,-,66521903,glmU,J5D21_RS03235,WP_209612361.1,433,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU
chromosome,NZ_CP071982.1,697445,698191,+,66521904,fliP,J5D21_RS03240,WP_001210295.1,248,flagellar type III secretion system pore protein FliP
chromosome,NZ_CP071982.1,698237,700540,-,66521905,,J5D21_RS03245,WP_209612362.1,767,TonB-dependent receptor family protein
chromosome,NZ_CP071982.1,700792,702720,-,66521906,feoB,J5D21_RS03250,WP_209612364.1,642,ferrous iron transport protein B
chromosome,NZ_CP071982.1,702863,703675,+,66521907,,J5D21_RS03255,WP_209612473.1,270,3\\'-5\\' exonuclease
chromosome,NZ_CP071982.1,703728,704909,+,66521908,,J5D21_RS03260,WP_209612366.1,393,site-specific DNA-methyltransferase
chromosome,NZ_CP071982.1,705951,706451,-,66521910,,J5D21_RS03270,WP_001877024.1,166,acetone carboxylase subunit gamma
chromosome,NZ_CP071982.1,706475,708772,-,66521911,,J5D21_RS03275,WP_209612367.1,765,hydantoinase B/oxoprolinase family protein
chromosome,NZ_CP071982.1,711157,712158,-,66521913,,J5D21_RS03285,WP_209612369.1,333,lipid A deacylase LpxR family protein
chromosome,NZ_CP071982.1,712292,713656,-,66521914,,J5D21_RS03290,WP_209612371.1,454,TIGR00366 family protein
chromosome,NZ_CP071982.1,713676,714299,-,66521915,,J5D21_RS03295,WP_001206229.1,207,3-oxoacid CoA-transferase subunit B
chromosome,NZ_CP071982.1,714296,714994,-,66521916,,J5D21_RS03300,WP_108557556.1,232,CoA transferase subunit A
chromosome,NZ_CP071982.1,715005,716180,-,66521917,,J5D21_RS03305,WP_209612373.1,391,acetyl-CoA C-acetyltransferase
chromosome,NZ_CP071982.1,716459,717487,+,66521918,,J5D21_RS03310,WP_209612375.1,342,hypothetical protein
chromosome,NZ_CP071982.1,717480,717866,+,66521919,,J5D21_RS03315,WP_001279223.1,128,diacylglycerol kinase
chromosome,NZ_CP071982.1,717882,720368,+,66521920,gyrA,J5D21_RS03320,WP_209612377.1,828,DNA topoisomerase (ATP-hydrolyzing) subunit A
chromosome,NZ_CP071982.1,720368,720841,+,66521921,,J5D21_RS03325,WP_209612379.1,157,hypothetical protein
chromosome,NZ_CP071982.1,720838,721983,+,66521922,flgR,J5D21_RS03330,WP_209612380.1,381,sigma-54 dependent transcriptional regulator
chromosome,NZ_CP071982.1,722654,725479,-,66521923,uvrA,J5D21_RS03335,WP_209612382.1,941,excinuclease ABC subunit UvrA
chromosome,NZ_CP071982.1,725644,726465,+,66521924,hopE,J5D21_RS03340,WP_000395382.1,273,Hop family outer membrane protein HopE
chromosome,NZ_CP071982.1,726638,727564,+,66521925,rsmH,J5D21_RS03345,WP_209612384.1,308,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH
chromosome,NZ_CP071982.1,727585,727929,+,66521926,,J5D21_RS03350,WP_001022688.1,114,hypothetical protein
chromosome,NZ_CP071982.1,728392,729294,+,66521927,,J5D21_RS03355,WP_209612386.1,300,S-adenosyl-l-methionine hydroxide adenosyltransferase family protein
chromosome,NZ_CP071982.1,729520,731499,+,66521928,,J5D21_RS03360,WP_209611295.1,659,hypothetical protein
chromosome,NZ_CP071982.1,731691,732911,+,66521929,,J5D21_RS03365,WP_077645578.1,406,HD domain-containing protein
